timestamp, temp (C), temp (F)
2018-06-29 20:59:23, 25.562000, 78.011600
2018-06-29 20:59:34, 25.500000, 77.900000
2018-06-29 20:59:45, 25.437000, 77.786600
2018-06-29 20:59:55, 25.375000, 77.675000
2018-06-29 21:00:06, 25.312000, 77.561600
2018-06-29 21:00:17, 25.250000, 77.450000
2018-06-29 21:00:28, 25.187000, 77.336600
2018-06-29 21:00:39, 25.125000, 77.225000
2018-06-29 21:00:49, 25.125000, 77.225000
2018-06-29 21:01:00, 25.125000, 77.225000
2018-06-29 21:01:11, 25.062000, 77.111600
2018-06-29 21:01:22, 25.062000, 77.111600
2018-06-29 21:01:33, 25.000000, 77.000000
2018-06-29 21:01:43, 25.000000, 77.000000
2018-06-29 21:01:54, 24.937000, 76.886600
2018-06-29 21:02:05, 24.937000, 76.886600
2018-06-29 21:02:16, 24.875000, 76.775000
2018-06-29 21:02:27, 24.875000, 76.775000
2018-06-29 21:02:38, 24.875000, 76.775000
2018-06-29 21:02:48, 24.812000, 76.661600
2018-06-29 21:02:59, 24.750000, 76.550000
2018-06-29 21:03:10, 24.750000, 76.550000
2018-06-29 21:03:21, 24.750000, 76.550000
2018-06-29 21:03:32, 24.750000, 76.550000
2018-06-29 21:03:42, 24.750000, 76.550000
2018-06-29 21:03:53, 24.687000, 76.436600
2018-06-29 21:04:04, 24.625000, 76.325000
2018-06-29 21:04:15, 24.625000, 76.325000
2018-06-29 21:04:26, 24.562000, 76.211600
2018-06-29 21:04:36, 24.562000, 76.211600
2018-06-29 21:04:48, 24.625000, 76.325000
2018-06-29 21:04:59, 24.625000, 76.325000
2018-06-29 21:05:10, 24.562000, 76.211600
2018-06-29 21:05:20, 24.562000, 76.211600
2018-06-29 21:05:31, 24.562000, 76.211600
2018-06-29 21:05:42, 24.562000, 76.211600
2018-06-29 21:05:53, 24.500000, 76.100000
2018-06-29 21:06:04, 24.500000, 76.100000
2018-06-29 21:06:14, 24.500000, 76.100000
2018-06-29 21:06:25, 24.437000, 75.986600
2018-06-29 21:06:36, 24.437000, 75.986600
2018-06-29 21:06:47, 24.437000, 75.986600
2018-06-29 21:06:58, 24.437000, 75.986600
2018-06-29 21:07:08, 24.375000, 75.875000
2018-06-29 21:07:19, 24.375000, 75.875000
2018-06-29 21:07:30, 24.375000, 75.875000
2018-06-29 21:07:41, 24.375000, 75.875000
2018-06-29 21:07:52, 24.375000, 75.875000
2018-06-29 21:08:02, 24.375000, 75.875000
2018-06-29 21:08:13, 24.375000, 75.875000
2018-06-29 21:08:24, 24.375000, 75.875000
2018-06-29 21:08:35, 24.375000, 75.875000
2018-06-29 21:08:46, 24.375000, 75.875000
2018-06-29 21:08:56, 24.375000, 75.875000
2018-06-29 21:09:07, 24.312000, 75.761600
2018-06-29 21:09:18, 24.375000, 75.875000
2018-06-29 21:09:29, 24.312000, 75.761600
2018-06-29 21:09:40, 24.375000, 75.875000
2018-06-29 21:09:51, 24.375000, 75.875000
2018-06-29 21:10:01, 24.312000, 75.761600
2018-06-29 21:10:12, 24.312000, 75.761600
2018-06-29 21:10:23, 24.312000, 75.761600
2018-06-29 21:10:34, 24.312000, 75.761600
2018-06-29 21:10:45, 24.312000, 75.761600
2018-06-29 21:10:55, 24.312000, 75.761600
2018-06-29 21:11:06, 24.250000, 75.650000
2018-06-29 21:11:17, 24.250000, 75.650000
2018-06-29 21:11:28, 24.312000, 75.761600
2018-06-29 21:11:39, 24.312000, 75.761600
2018-06-29 21:11:49, 24.250000, 75.650000
2018-06-29 21:12:00, 24.250000, 75.650000
2018-06-29 21:12:11, 24.312000, 75.761600
2018-06-29 21:12:22, 24.312000, 75.761600
2018-06-29 21:12:33, 24.250000, 75.650000
2018-06-29 21:12:43, 24.250000, 75.650000
2018-06-29 21:12:54, 24.250000, 75.650000
2018-06-29 21:13:05, 24.250000, 75.650000
2018-06-29 21:13:16, 24.250000, 75.650000
2018-06-29 21:13:27, 24.250000, 75.650000
2018-06-29 21:13:37, 24.250000, 75.650000
2018-06-29 21:13:48, 24.250000, 75.650000
2018-06-29 21:13:59, 24.250000, 75.650000
2018-06-29 21:14:10, 24.250000, 75.650000
2018-06-29 21:14:21, 24.250000, 75.650000
2018-06-29 21:14:31, 24.250000, 75.650000
2018-06-29 21:14:42, 24.250000, 75.650000
2018-06-29 21:14:53, 24.312000, 75.761600
2018-06-29 21:15:04, 24.250000, 75.650000
2018-06-29 21:15:15, 24.250000, 75.650000
2018-06-29 21:15:26, 24.250000, 75.650000
2018-06-29 21:15:36, 24.312000, 75.761600
2018-06-29 21:15:47, 24.250000, 75.650000
2018-06-29 21:15:58, 24.250000, 75.650000
2018-06-29 21:16:09, 24.250000, 75.650000
2018-06-29 21:16:20, 24.250000, 75.650000
2018-06-29 21:16:30, 24.250000, 75.650000
2018-06-29 21:16:41, 24.250000, 75.650000
2018-06-29 21:16:52, 24.250000, 75.650000
2018-06-29 21:17:03, 24.250000, 75.650000
2018-06-29 21:17:14, 24.312000, 75.761600
2018-06-29 21:17:24, 24.250000, 75.650000
2018-06-29 21:17:35, 24.312000, 75.761600
2018-06-29 21:17:46, 24.312000, 75.761600
2018-06-29 21:17:57, 24.312000, 75.761600
2018-06-29 21:18:08, 24.312000, 75.761600
2018-06-29 21:18:18, 24.312000, 75.761600
2018-06-29 21:18:29, 24.312000, 75.761600
2018-06-29 21:18:40, 24.312000, 75.761600
2018-06-29 21:18:51, 24.312000, 75.761600
2018-06-29 21:19:02, 24.312000, 75.761600
2018-06-29 21:19:12, 24.312000, 75.761600
2018-06-29 21:19:23, 24.312000, 75.761600
2018-06-29 21:19:34, 24.312000, 75.761600
2018-06-29 21:19:45, 24.312000, 75.761600
2018-06-29 21:19:56, 24.312000, 75.761600
2018-06-29 21:20:07, 24.312000, 75.761600
2018-06-29 21:20:17, 24.312000, 75.761600
2018-06-29 21:20:28, 24.250000, 75.650000
2018-06-29 21:20:39, 24.250000, 75.650000
2018-06-29 21:20:50, 24.250000, 75.650000
2018-06-29 21:21:01, 24.250000, 75.650000
2018-06-29 21:21:11, 24.250000, 75.650000
2018-06-29 21:21:22, 24.250000, 75.650000
2018-06-29 21:21:33, 24.250000, 75.650000
2018-06-29 21:21:44, 24.250000, 75.650000
2018-06-29 21:21:55, 24.250000, 75.650000
2018-06-29 21:22:05, 24.187000, 75.536600
2018-06-29 21:22:16, 24.187000, 75.536600
2018-06-29 21:22:27, 24.250000, 75.650000
2018-06-29 21:22:38, 24.187000, 75.536600
2018-06-29 21:22:49, 24.187000, 75.536600
2018-06-29 21:22:59, 24.250000, 75.650000
2018-06-29 21:23:10, 24.187000, 75.536600
2018-06-29 21:23:21, 24.187000, 75.536600
2018-06-29 21:23:32, 24.187000, 75.536600
2018-06-29 21:23:43, 24.187000, 75.536600
2018-06-29 21:23:53, 24.187000, 75.536600
2018-06-29 21:24:04, 24.187000, 75.536600
2018-06-29 21:24:15, 24.187000, 75.536600
2018-06-29 21:24:26, 24.250000, 75.650000
2018-06-29 21:24:37, 24.187000, 75.536600
2018-06-29 21:24:47, 24.250000, 75.650000
2018-06-29 21:24:58, 24.250000, 75.650000
2018-06-29 21:25:09, 24.187000, 75.536600
2018-06-29 21:25:20, 24.187000, 75.536600
2018-06-29 21:25:31, 24.187000, 75.536600
2018-06-29 21:25:41, 24.187000, 75.536600
2018-06-29 21:25:52, 24.187000, 75.536600
2018-06-29 21:26:03, 24.187000, 75.536600
2018-06-29 21:26:14, 24.187000, 75.536600
2018-06-29 21:26:25, 24.187000, 75.536600
2018-06-29 21:26:35, 24.187000, 75.536600
2018-06-29 21:26:46, 24.187000, 75.536600
2018-06-29 21:26:57, 24.187000, 75.536600
2018-06-29 21:27:08, 24.125000, 75.425000
2018-06-29 21:27:19, 24.125000, 75.425000
2018-06-29 21:27:30, 24.125000, 75.425000
2018-06-29 21:27:40, 24.125000, 75.425000
2018-06-29 21:27:51, 24.125000, 75.425000
2018-06-29 21:28:02, 24.125000, 75.425000
2018-06-29 21:28:13, 24.125000, 75.425000
2018-06-29 21:28:24, 24.125000, 75.425000
2018-06-29 21:28:34, 24.125000, 75.425000
2018-06-29 21:28:45, 24.125000, 75.425000
2018-06-29 21:28:56, 24.125000, 75.425000
2018-06-29 21:29:07, 24.125000, 75.425000
2018-06-29 21:29:18, 24.125000, 75.425000
2018-06-29 21:29:28, 24.125000, 75.425000
2018-06-29 21:29:39, 24.125000, 75.425000
2018-06-29 21:29:50, 24.125000, 75.425000
2018-06-29 21:30:01, 24.125000, 75.425000
2018-06-29 21:30:12, 24.125000, 75.425000
2018-06-29 21:30:22, 24.125000, 75.425000
2018-06-29 21:30:33, 24.125000, 75.425000
2018-06-29 21:30:44, 24.125000, 75.425000
2018-06-29 21:30:55, 24.125000, 75.425000
2018-06-29 21:31:06, 24.125000, 75.425000
2018-06-29 21:31:16, 24.125000, 75.425000
2018-06-29 21:31:27, 24.125000, 75.425000
2018-06-29 21:31:38, 24.125000, 75.425000
2018-06-29 21:31:49, 24.125000, 75.425000
2018-06-29 21:32:00, 24.062000, 75.311600
2018-06-29 21:32:10, 24.062000, 75.311600
2018-06-29 21:32:21, 24.062000, 75.311600
2018-06-29 21:32:32, 24.062000, 75.311600
2018-06-29 21:32:43, 24.062000, 75.311600
2018-06-29 21:32:54, 24.062000, 75.311600
2018-06-29 21:33:04, 24.062000, 75.311600
2018-06-29 21:33:15, 24.062000, 75.311600
2018-06-29 21:33:26, 24.062000, 75.311600
2018-06-29 21:33:37, 24.062000, 75.311600
2018-06-29 21:33:48, 24.062000, 75.311600
2018-06-29 21:33:59, 24.062000, 75.311600
2018-06-29 21:34:09, 24.062000, 75.311600
2018-06-29 21:34:20, 24.062000, 75.311600
2018-06-29 21:34:31, 24.062000, 75.311600
2018-06-29 21:34:42, 24.062000, 75.311600
2018-06-29 21:34:53, 24.062000, 75.311600
2018-06-29 21:35:03, 24.062000, 75.311600
2018-06-29 21:35:14, 24.062000, 75.311600
2018-06-29 21:35:25, 24.000000, 75.200000
2018-06-29 21:35:36, 24.000000, 75.200000
2018-06-29 21:35:47, 24.000000, 75.200000
2018-06-29 21:35:57, 24.000000, 75.200000
2018-06-29 21:36:08, 24.000000, 75.200000
2018-06-29 21:36:19, 24.000000, 75.200000
2018-06-29 21:36:30, 24.062000, 75.311600
2018-06-29 21:36:41, 24.062000, 75.311600
2018-06-29 21:36:51, 24.062000, 75.311600
2018-06-29 21:37:02, 24.062000, 75.311600
2018-06-29 21:37:13, 24.062000, 75.311600
2018-06-29 21:37:24, 24.062000, 75.311600
2018-06-29 21:37:35, 24.125000, 75.425000
2018-06-29 21:37:45, 24.125000, 75.425000
2018-06-29 21:37:56, 24.125000, 75.425000
2018-06-29 21:38:07, 24.125000, 75.425000
2018-06-29 21:38:18, 24.125000, 75.425000
2018-06-29 21:38:29, 24.125000, 75.425000
2018-06-29 21:38:39, 24.187000, 75.536600
2018-06-29 21:38:50, 24.187000, 75.536600
2018-06-29 21:39:01, 24.187000, 75.536600
2018-06-29 21:39:12, 24.187000, 75.536600
2018-06-29 21:39:23, 24.187000, 75.536600
2018-06-29 21:39:33, 24.187000, 75.536600
2018-06-29 21:39:44, 24.187000, 75.536600
2018-06-29 21:39:55, 24.187000, 75.536600
2018-06-29 21:40:06, 24.187000, 75.536600
2018-06-29 21:40:17, 24.187000, 75.536600
2018-06-29 21:40:27, 24.125000, 75.425000
2018-06-29 21:40:38, 24.125000, 75.425000
2018-06-29 21:40:49, 24.187000, 75.536600
2018-06-29 21:41:00, 24.125000, 75.425000
2018-06-29 21:41:11, 24.125000, 75.425000
2018-06-29 21:41:22, 24.125000, 75.425000
2018-06-29 21:41:32, 24.125000, 75.425000
2018-06-29 21:41:43, 24.125000, 75.425000
2018-06-29 21:41:54, 24.125000, 75.425000
2018-06-29 21:42:05, 24.125000, 75.425000
2018-06-29 21:42:16, 24.125000, 75.425000
2018-06-29 21:42:26, 24.125000, 75.425000
2018-06-29 21:42:37, 24.125000, 75.425000
2018-06-29 21:42:48, 24.125000, 75.425000
2018-06-29 21:42:59, 24.125000, 75.425000
2018-06-29 21:43:10, 24.125000, 75.425000
2018-06-29 21:43:20, 24.125000, 75.425000
2018-06-29 21:43:31, 24.125000, 75.425000
2018-06-29 21:43:42, 24.062000, 75.311600
2018-06-29 21:43:53, 24.062000, 75.311600
2018-06-29 21:44:04, 24.062000, 75.311600
2018-06-29 21:44:14, 24.062000, 75.311600
2018-06-29 21:44:25, 24.062000, 75.311600
2018-06-29 21:44:36, 24.062000, 75.311600
2018-06-29 21:44:47, 24.062000, 75.311600
2018-06-29 21:44:58, 24.062000, 75.311600
2018-06-29 21:45:08, 24.062000, 75.311600
